o_iso,d_iso,year,Construction,Creative Industries,Environmental Technology,Financial Services,Industrial,Physical Sciences,Professional Services,Consumer Goods,Energy,"Food, Beverages & Tobacco",ICT & Electronics,Life sciences,Retail Trade,Tourism,Transport Equipment,"Transportation, Warehousing & Storage","Wood, Apparel & Related Products"
GBR,MEX,2006,1,0,1,8,2,0,0,0,0,1,5,1,0,0,0,0,0
GBR,MEX,2008,0,0,0,9,0,0,7,4,0,0,57,0,1,0,3,0,0
GBR,MEX,2010,0,0,0,0,1,0,1,8,0,0,1,0,4,0,4,0,0
GBR,MEX,2012,0,0,0,3,4,0,0,12,20,0,3,0,1,0,4,0,0
GBR,MEX,2013,0,2,2,4,1,0,4,1,2,1,2,8,0,0,3,0,0
GBR,MEX,2004,0,1,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0
GBR,MEX,2009,0,1,1,8,3,0,0,0,1,4,0,1,0,56,0,2,0
GBR,MEX,2011,0,1,0,4,5,0,1,0,0,0,20,8,5,0,5,0,0
GBR,MEX,2014,0,1,39,1,2,0,2,0,1,0,58,1,0,0,40,24,0
GBR,MEX,2016,0,1,14,10,8,0,0,0,0,0,0,1,0,0,11,2,0
GBR,MEX,2017,0,2,50,2,1,0,6,0,0,0,2,0,4,14,1,0,0
GBR,MEX,2018,0,0,0,3,0,0,1,0,3,1,2,3,15,7,1,0,0
GBR,MEX,2003,0,0,0,1,0,0,0,0,0,0,57,1,0,0,4,0,0
GBR,MEX,2015,0,0,0,8,1,0,0,0,0,6,0,0,1,1,13,0,0
GBR,MEX,2005,0,0,0,0,0,20,0,0,0,4,1,0,0,9,4,8,0
GBR,MEX,2007,0,0,0,0,0,0,0,0,0,0,2,2,0,12,0,8,0
GBR,MKD,2008,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,MKD,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GBR,MKD,2012,0,0,0,0,0,0,0,0,0,3,4,0,0,0,11,0,0
GBR,MKD,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GBR,MKD,2015,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
GBR,MKD,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GBR,MKD,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GBR,MKD,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
GBR,MLI,2009,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
GBR,MLI,2006,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
GBR,MLI,2005,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
GBR,MLI,2015,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
GBR,MMR,2013,0,4,0,0,0,0,9,4,0,4,0,0,0,0,0,6,6
GBR,MMR,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GBR,MMR,2014,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
GBR,MMR,2015,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
GBR,MMR,2016,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
GBR,MMR,2017,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0
GBR,MNE,2003,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
GBR,MNE,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
GBR,MNE,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GBR,MNG,2018,0,0,0,0,0,1,0,0,72,0,0,0,0,0,0,0,0
GBR,MNG,2006,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,MNG,2005,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
GBR,MNG,2015,0,0,0,0,0,376,1,0,0,0,0,0,0,0,0,0,0
GBR,MNG,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GBR,MNG,2013,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
GBR,MOZ,2012,0,0,1,0,1,0,1,0,40,6,0,0,0,0,0,0,0
GBR,MOZ,2013,0,0,1,1,0,0,5,0,61,0,12,0,0,0,0,2,0
GBR,MOZ,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GBR,MOZ,2009,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
GBR,MOZ,2011,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,0,0
GBR,MOZ,2015,0,0,0,0,1,42,0,0,0,2,0,0,0,0,0,1,0
GBR,MOZ,2010,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0
GBR,MOZ,2017,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
GBR,MOZ,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
GBR,MRT,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,MRT,2013,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
GBR,MTQ,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GBR,MUS,2012,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GBR,MUS,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,MUS,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,MUS,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,MUS,2016,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
GBR,MUS,2008,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
GBR,MUS,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GBR,MUS,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GBR,MUS,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GBR,MWI,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,MWI,2012,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
GBR,MWI,2009,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GBR,MYS,2010,167,3,0,4,4,0,3,3,0,3,2,3,3,1,0,6,0
GBR,MYS,2016,1,5,0,2,2,0,2,0,2,0,11,0,2,0,1,0,0
GBR,MYS,2003,0,0,0,9,0,11,0,3,0,0,1,3,4,1,6,2,0
GBR,MYS,2004,0,0,0,0,0,0,1,1,0,0,8,0,1,27,1,0,0
GBR,MYS,2011,0,4,0,14,2,11,2,1,4,0,2,1,3,0,0,0,0
GBR,MYS,2018,0,0,0,3,6,0,0,2,2,0,3,0,4,0,9,1,54
GBR,MYS,2006,0,3,3,1,2,0,0,0,0,0,1,0,2,0,5,0,0
GBR,MYS,2008,0,6,1,3,2,0,2,0,7,5,6,0,19,16,0,0,0
GBR,MYS,2009,0,1,1,6,1,23,1,0,6,0,3,1,21,0,0,0,0
GBR,MYS,2012,0,5,21,15,6,0,2,0,4,0,28,1,0,0,0,3,0
GBR,MYS,2013,0,7,0,1,16,2,3,0,5,1,16,3,0,0,1,1,0
GBR,MYS,2014,0,18,0,11,0,0,2,0,2,0,2,6,3,0,0,0,0
GBR,MYS,2015,0,1,0,6,15,0,1,0,4,0,2,3,2,0,0,0,0
GBR,MYS,2017,0,2,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0
GBR,MYS,2007,0,0,0,10,0,0,3,0,1,0,1,0,1,0,0,2,0
GBR,MYS,2005,0,0,0,0,1,0,0,0,0,0,0,0,2,15,0,0,0
GBR,NAM,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,NAM,2014,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
GBR,NAM,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,NAM,2017,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,NAM,2009,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
GBR,NAM,2012,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
GBR,NAM,2003,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
GBR,NAM,2007,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
GBR,NAM,2013,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0
GBR,NAM,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GBR,NAM,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GBR,NGA,2008,31,0,14,0,0,0,0,0,106,0,0,0,0,0,0,0,0
GBR,NGA,2017,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
GBR,NGA,2007,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GBR,NGA,2009,0,1,0,2,1,0,0,0,107,10,0,1,2,10,0,0,0
GBR,NGA,2012,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0
GBR,NGA,2013,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
GBR,NGA,2016,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
GBR,NGA,2018,0,5,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
GBR,NGA,2011,0,0,0,0,1,0,1,0,3,21,1,0,0,0,0,0,0
GBR,NGA,2015,0,0,0,5,0,0,3,0,105,0,0,0,0,0,0,0,0
GBR,NGA,2003,0,0,0,1,0,0,0,0,0,32,0,1,0,0,0,0,0
GBR,NGA,2004,0,0,0,1,0,13,0,0,0,1,0,0,0,0,0,0,0
GBR,NGA,2006,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,NGA,2010,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
GBR,NGA,2014,0,0,0,3,0,0,0,0,0,9,2,0,0,0,0,2,0
GBR,NGA,2005,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0
GBR,NIC,2012,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,NIC,2018,0,0,0,0,0,31,1,0,0,1,1,0,0,0,0,0,0
GBR,NOR,2010,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0
GBR,NOR,2013,0,3,0,0,1,0,1,0,47,0,1,0,0,0,0,1,0
GBR,NOR,2014,0,1,0,0,0,0,1,0,2,0,0,0,1,1,2,3,0
GBR,NOR,2016,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
GBR,NOR,2003,0,0,0,0,0,0,0,0,40,0,10,2,0,0,0,0,0
GBR,NOR,2004,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
GBR,NOR,2005,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
GBR,NOR,2006,0,0,0,1,0,0,0,0,4,0,0,0,4,0,0,0,1
GBR,NOR,2008,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
GBR,NOR,2009,0,0,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0
GBR,NOR,2011,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0
GBR,NOR,2012,0,0,1,3,0,0,1,0,6,0,0,0,4,0,1,0,0
GBR,NOR,2015,0,0,0,0,0,0,0,0,1,0,10,0,2,0,0,0,0
GBR,NOR,2018,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,1,0
GBR,NOR,2007,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
GBR,NOR,2017,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
GBR,NPL,2004,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
GBR,NPL,2015,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,NPL,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GBR,NZL,2009,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GBR,NZL,2016,0,2,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0
GBR,NZL,2018,0,0,0,1,0,0,2,1,0,1,8,0,0,2,0,0,0
GBR,NZL,2003,0,4,0,0,0,0,0,0,0,0,9,0,0,14,0,0,0
GBR,NZL,2008,0,1,0,0,0,0,2,0,0,0,5,0,0,0,2,0,3
GBR,NZL,2010,0,2,0,1,0,0,1,0,0,0,3,0,2,0,1,0,0
GBR,NZL,2011,0,2,0,7,0,0,2,0,2,0,1,0,2,0,0,0,0
GBR,NZL,2013,0,1,0,0,1,0,2,0,0,0,28,0,0,0,0,0,0
GBR,NZL,2014,0,1,0,0,0,0,3,0,0,0,5,0,0,0,0,6,0
GBR,NZL,2015,0,1,0,0,1,0,1,0,0,0,0,0,4,1,0,5,0
GBR,NZL,2017,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
GBR,NZL,2007,0,0,6,0,0,0,0,0,0,0,2,0,0,14,0,0,0
GBR,NZL,2012,0,0,3,1,0,0,2,0,0,0,0,0,0,1,0,5,0
GBR,NZL,2005,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,5,0
GBR,NZL,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GBR,NZL,2004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
GBR,OMN,2014,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
GBR,OMN,2015,18,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
GBR,OMN,2009,0,2,0,2,0,0,0,0,64,0,0,0,1,0,0,0,0
GBR,OMN,2011,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
GBR,OMN,2018,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0
GBR,OMN,2004,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
GBR,OMN,2006,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
GBR,OMN,2007,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0
GBR,OMN,2010,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
GBR,OMN,2013,0,0,0,0,0,0,2,0,2,0,11,0,0,0,0,0,0
GBR,OMN,2008,0,0,1,0,0,173,1,0,0,0,1,0,0,22,0,0,0
GBR,OMN,2012,0,0,0,2,1,0,3,0,0,0,1,0,0,0,0,0,0
GBR,OMN,2016,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GBR,OMN,2017,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
GBR,PAK,2017,9,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
GBR,PAK,2013,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
GBR,PAK,2018,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
GBR,PAK,2010,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
GBR,PAK,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,PAK,2006,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,1
GBR,PAK,2011,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0
GBR,PAK,2015,0,0,0,3,0,0,0,0,136,0,1,0,0,0,0,0,0
GBR,PAK,2004,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0
GBR,PAK,2008,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,PAK,2012,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0
GBR,PAK,2016,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,18,0
GBR,PAK,2005,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
GBR,PAK,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GBR,PAN,2007,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,PAN,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,PAN,2011,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
GBR,PAN,2010,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0
GBR,PAN,2013,0,0,0,3,0,0,0,0,0,1,0,7,0,0,0,0,0
GBR,PAN,2015,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GBR,PAN,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,PAN,2012,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
GBR,PAN,2004,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
GBR,PAN,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
GBR,PER,2016,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
GBR,PER,2005,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
GBR,PER,2008,0,0,0,3,0,0,3,0,19,0,0,0,0,0,0,0,0
GBR,PER,2014,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0
GBR,PER,2006,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0
GBR,PER,2007,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0
GBR,PER,2009,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,PER,2011,0,0,0,0,1,0,4,0,0,25,0,0,3,0,0,0,0
GBR,PER,2017,0,0,0,0,0,0,0,0,0,0,11,0,0,14,0,0,0
GBR,PER,2013,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,0,0
GBR,PER,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GBR,PER,2012,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
GBR,PER,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GBR,PER,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GBR,PHL,2009,1,0,20,7,1,16,0,0,0,0,0,0,2,1,0,0,0
GBR,PHL,2013,11,2,4,0,2,0,1,0,0,1,1,0,4,0,0,0,0
GBR,PHL,2003,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
GBR,PHL,2007,0,0,83,0,0,0,0,2,0,46,0,0,0,0,0,1,0
GBR,PHL,2015,0,0,4,2,0,0,0,1,0,0,1,0,0,0,2,2,0
GBR,PHL,2017,0,6,0,3,0,0,0,6,0,0,0,0,0,1,0,0,0
GBR,PHL,2006,0,1,14,3,0,0,0,0,0,0,1,0,0,0,0,0,0
GBR,PHL,2012,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4,0,0
GBR,PHL,2014,0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0
GBR,PHL,2008,0,0,32,5,1,0,2,0,23,0,0,0,0,0,0,0,0
GBR,PHL,2004,0,0,5,5,0,3,0,0,0,0,1,0,0,1,0,0,0
GBR,PHL,2016,0,0,22,0,3,0,3,0,0,0,0,1,0,0,0,0,0
GBR,PHL,2005,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0
GBR,PHL,2018,0,0,0,4,0,0,0,0,0,0,0,0,2,79,0,4,0
GBR,PHL,2010,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,6,0
GBR,PHL,2011,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0
GBR,PNG,2012,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
GBR,PNG,2011,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,PNG,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GBR,PNG,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GBR,PNG,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
GBR,PNG,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
GBR,PRY,2011,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
GBR,PRY,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
GBR,QAT,2005,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0
GBR,QAT,2006,1,3,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0
GBR,QAT,2009,3,6,0,2,3,0,2,0,0,0,11,1,3,0,1,1,0
GBR,QAT,2010,2,0,0,6,2,0,12,0,1,0,23,0,0,0,1,0,0
GBR,QAT,2011,1,4,0,0,1,0,15,0,1,0,0,0,2,0,0,0,0
GBR,QAT,2014,1,0,0,6,1,0,1,0,0,0,1,0,1,0,0,0,0
GBR,QAT,2008,0,2,0,2,0,0,1,0,0,0,0,0,0,54,0,0,0
GBR,QAT,2012,0,3,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0
GBR,QAT,2013,0,1,0,4,3,0,10,0,0,0,11,0,3,0,0,0,0
GBR,QAT,2017,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GBR,QAT,2018,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0
GBR,QAT,2007,0,0,0,0,0,0,7,0,1,0,0,0,1,18,0,0,0
GBR,QAT,2016,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
GBR,QAT,2004,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
GBR,QAT,2003,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
GBR,QAT,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GBR,RUS,2003,5,1,0,0,0,29,0,0,0,4,0,1,1,3,0,18,4
GBR,RUS,2004,6,0,0,3,0,56,0,1,31,12,1,0,0,0,0,16,7
GBR,RUS,2006,3,0,0,2,4,48,1,0,31,13,1,0,28,6,8,13,0
GBR,RUS,2007,96,1,0,13,3,9,3,0,2,23,2,0,65,21,17,9,0
GBR,RUS,2008,78,2,0,8,2,20,41,0,0,28,3,0,11,0,1,17,0
GBR,RUS,2009,36,0,48,7,0,0,5,2,0,2,0,1,22,20,1,2,0
GBR,RUS,2011,14,7,0,0,3,9,8,2,5,6,1,13,22,0,0,2,0
GBR,RUS,2012,17,1,0,0,3,29,4,0,31,0,0,6,5,2,0,0,0
GBR,RUS,2016,98,0,0,0,0,0,0,2,0,10,0,0,7,0,0,0,0
GBR,RUS,2017,54,1,0,0,0,0,2,7,0,4,0,9,0,0,1,0,0
GBR,RUS,2015,0,0,0,1,3,0,1,2,0,0,0,6,0,0,1,0,0
GBR,RUS,2005,0,4,3,6,49,45,1,0,34,14,4,0,14,25,0,17,17
GBR,RUS,2010,0,2,16,5,0,17,6,0,33,11,8,0,3,9,0,4,9
GBR,RUS,2013,0,1,0,2,0,0,9,0,1,2,1,0,8,3,4,8,0
GBR,RUS,2014,0,0,0,0,2,0,11,0,2,4,2,0,1,0,3,0,0
GBR,RUS,2018,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0
GBR,RWA,2013,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
GBR,RWA,2011,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
GBR,RWA,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GBR,SAU,2009,1,0,0,4,0,0,4,2,4,0,0,0,1,0,0,0,0
GBR,SAU,2011,2,1,0,5,1,0,0,0,2,0,0,0,0,0,0,1,0
GBR,SAU,2015,0,0,0,2,1,0,7,2,0,10,6,1,0,0,0,0,0
GBR,SAU,2006,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,SAU,2013,0,3,0,4,72,1,4,0,0,0,1,0,1,0,0,0,0
GBR,SAU,2018,0,2,0,3,0,56,2,0,4,0,0,4,0,0,0,0,0
GBR,SAU,2004,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0
GBR,SAU,2007,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0
GBR,SAU,2010,0,0,0,5,0,0,7,0,1,0,0,0,0,0,7,0,0
GBR,SAU,2014,0,0,0,2,1,0,8,0,3,0,0,0,1,0,0,0,0
GBR,SAU,2016,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
GBR,SAU,2017,0,0,0,2,0,1,2,0,4,0,0,2,0,0,1,0,0
GBR,SAU,2012,0,0,1,0,3,0,2,0,0,0,0,0,0,0,2,0,0
GBR,SAU,2003,0,0,0,4,0,0,0,0,0,0,0,0,0,36,0,0,0
GBR,SAU,2005,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
GBR,SAU,2008,0,0,0,2,0,4,0,0,0,0,2,0,0,18,0,0,0
GBR,SEN,2003,0,0,0,0,0,0,0,0,41,0,1,0,0,0,0,0,0
GBR,SEN,2010,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
GBR,SEN,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
GBR,SEN,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GBR,SGP,2010,2,9,0,105,1,1,22,0,8,0,5,2,2,1,7,12,0
GBR,SGP,2012,6,10,0,21,6,0,18,0,24,3,7,1,7,2,3,12,0
GBR,SGP,2015,1,12,0,35,0,3,12,10,2,0,2,10,5,2,10,2,0
GBR,SGP,2018,2,5,1,25,1,1,4,0,2,15,5,1,6,1,29,0,0
GBR,SGP,2011,0,11,0,63,10,0,56,4,6,0,36,8,3,1,5,6,0
GBR,SGP,2013,0,20,0,14,4,1,20,13,2,5,13,3,6,1,5,9,0
GBR,SGP,2016,0,6,0,23,2,0,7,32,0,2,15,1,9,6,2,0,0
GBR,SGP,2003,0,10,0,5,2,10,0,0,0,0,1,8,0,0,0,0,0
GBR,SGP,2004,0,5,0,3,1,0,1,0,79,14,2,15,4,14,1,0,0
GBR,SGP,2005,0,1,0,6,0,10,0,0,2,10,7,6,0,0,0,0,0
GBR,SGP,2006,0,2,0,13,2,0,0,0,0,4,1,32,4,0,1,1,0
GBR,SGP,2007,0,3,0,68,6,0,6,0,2,2,8,2,4,0,6,3,0
GBR,SGP,2008,0,7,0,23,3,4,7,0,2,0,11,7,0,14,0,8,0
GBR,SGP,2009,0,3,0,19,4,5,9,0,3,0,3,8,6,1,8,14,0
GBR,SGP,2014,0,45,0,19,15,2,15,0,7,3,15,24,2,3,1,9,1
GBR,SGP,2017,0,10,0,26,1,0,9,0,0,1,7,1,0,5,8,1,0
GBR,SLE,2009,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,SLE,2006,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
GBR,SLE,2010,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
GBR,SLE,2013,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
GBR,SLE,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GBR,SLV,2011,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0
GBR,SLV,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GBR,SOM,2014,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,SOM,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,SOM,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GBR,SOM,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GBR,SRB,2007,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1
GBR,SRB,2013,10,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
